Price,Adj Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2015-01-14,,34.097652435302734,34.4954948425293,65.23793029785156,42.377986907958984,,20.9396915435791,71.13372802734375,40.0573616027832,,36.228397369384766,,20.939699172973633,,34.55755710118596,34.54309781135855,65.25245261311335,43.706417703772075,,21.05143794173888,71.27355923739808,40.091354881099925,,36.56281188716421,,21.00380841101681,,33.66648975510118,33.662462559916285,64.15583219560206,41.88879660933067,,20.89671089848383,69.5462151749861,39.30271560856845,,35.655111867624875,,20.795454533740084,,34.255742950920066,34.05914488748876,64.61336546727588,43.363692285716105,,20.982670549130408,69.7765268799046,39.81261179305898,,36.23635831807777,,20.795454533740084,,4244700,1074600,613800,5592000,,260400,3308500,1318571,,3917600,,1700,
2015-01-15,,33.92519760131836,34.106746673583984,65.76811218261719,42.29010772705078,,20.83654022216797,71.72596740722656,39.52027893066406,,36.17264938354492,,21.01983070373535,,34.327615682537,34.931843586223565,66.08039474745563,43.38419579593896,,21.051438535069302,72.45803242383735,40.39049863563546,,36.76982056680304,,21.124009144100434,,33.66650045919558,34.106746673583984,65.1145024085074,42.18172221040239,,20.776368956882635,71.50388287628172,39.52027893066406,,36.140799524802425,,20.947707638400882,,34.01861662291801,34.75730542612747,65.37594299369755,42.969700392897884,,21.051438535069302,71.5779089614219,40.200138635846855,,36.578724451717775,,20.987776857189147,,4258600,970100,823000,6182000,,237300,3972700,1545366,,2228900,,1400,
2015-01-16,,34.2629280090332,34.37649917602539,66.78482055664062,43.59217834472656,,20.767772674560547,71.80821990966797,39.62906265258789,,36.61854934692383,,21.027847290039062,,34.32041471745972,34.527237402623534,66.81387073054441,43.65222925514367,,20.83654006860039,71.89870041072408,39.69704923317826,,36.674285097861855,,21.067916514053334,,33.70241958094745,33.971881422159235,65.57200488511717,42.2491007347965,,20.716197538916663,71.19953176155893,39.10557256061686,,36.03729988022052,,20.915656519768312,,33.84613772263766,33.971881422159235,65.57926881378165,42.47465481495457,,20.759176545362568,71.43807069384106,39.51348606363651,,36.18858523622712,,20.915656519768312,,3151300,924300,638500,4406000,,242200,3490600,1355813,,2816100,,8800,
2015-01-20,,33.91800308227539,34.56692123413086,65.94966125488281,44.42408752441406,,20.613046646118164,71.66838073730469,39.36391830444336,,37.940269470214844,,21.140037536621094,,34.11202588334777,34.74146254514126,67.11890470524553,44.87666225014144,,20.716198562044376,72.21126373093654,39.83302151378078,,38.06766584233693,,21.372434444693035,,33.4652832131065,34.122635636308026,65.63737873943025,43.70348508667046,,20.484107980868462,71.48742601495098,39.03078526301954,,37.08830566214171,,21.075928308271003,,33.91081552969042,34.416182936906985,66.76304968927808,44.34060403252408,,20.699006302799326,71.86579615800186,39.5746749054576,,37.693437670379325,,21.21216060957552,,5359900,998900,877700,5395000,,317800,2304100,697565,,6895700,,6500,
2015-01-21,,34.27729415893555,34.812843322753906,66.53065490722656,44.270294189453125,,20.49270248413086,72.07965850830078,39.69023895263672,,38.354312896728516,,21.3483943939209,,34.52161879327377,34.89217858089777,66.59601365910108,44.532466509063305,,20.63023726808793,72.30997651527555,39.79221879673281,,38.52152313567712,,21.3483943939209,,33.709598281907425,34.3209550376344,65.45582037010553,43.90706394999491,,20.47551022625024,71.1501843705105,39.119159002323826,,37.79695555813213,,21.236203618635656,,33.846131588266566,34.40029332222437,65.6301214566152,44.42261717874501,,20.63023726808793,71.31469095711132,39.227935708536684,,38.08359821076438,,21.236203618635656,,3987500,855600,775700,1938000,,222800,1954400,773548,,8476100,,1400,
2015-01-22,,34.55036544799805,35.20952606201172,66.8429183959961,45.00115966796875,,20.398147583007812,73.62606048583984,40.37691879272461,,38.74446487426758,,21.54873275756836,,34.830619626943324,35.34439660766104,67.14793689940795,45.04509717293936,,20.561470760813165,73.79879431363959,40.472098832392845,,38.768350748792514,,21.700992736189967,,34.155132384103425,34.81284371394269,66.10941676952615,44.232222601548,,20.389551453697635,72.43336556694861,39.64266892780418,,38.2189543731318,,21.364418931517413,,34.48569119583779,35.04291717572366,66.63957272705487,44.5251495444971,,20.53568237288263,72.69657991533752,39.703858659244055,,38.585218623572274,,21.460583530774336,,4548000,1133300,705800,2890000,,226700,2866300,799375,,4436800,,6600,
2015-01-23,,34.39945602416992,34.60655975341797,66.74124908447266,44.19560241699219,,20.18324851989746,72.67191314697266,39.37750244140625,,38.17118835449219,,21.428525924682617,,34.708454915298404,35.265053762248506,67.35855005227256,45.10221848842902,,20.24341978329177,73.21479633472444,40.41088854454024,,38.74447377372896,,21.452567454115837,,34.17669129422666,34.551024478750996,66.65409856143162,44.15166491388294,,20.140269514485514,72.40047155309676,39.329912449301936,,38.17118835449219,,21.32434902077393,,34.428200744565,35.02704500989783,66.9082806610252,44.98065284846832,,20.21763303586219,73.19834190602091,40.41088854454024,,38.74447377372896,,21.452567454115837,,2979100,798500,437900,2938000,,772500,1796400,699640,,3043700,,11700,
2015-01-26,,34.70127487182617,35.36820602416992,67.03899383544922,44.4987907409668,,20.217634201049805,72.73770904541016,39.58827590942383,,38.48968505859375,,21.48462677001953,,34.866552924926616,35.39200600090986,67.35127623790105,44.635003165297114,,20.27780546791192,73.05027412017871,39.77863595926978,,38.56930669208799,,21.532709841132,,34.13357890166739,34.487570567431995,66.69766126291427,43.88364047024837,,20.114482286754708,72.28530644657735,39.085179356072715,,38.051759999634186,,21.35640830402232,,34.262927419963006,34.72557941417143,66.871962283413,44.06965134565669,,20.2262303305364,72.63900131233981,39.3095326991428,,38.075645882208335,,21.35640830402232,,3147300,1233000,602100,1520500,,646300,2718700,741610,,4145000,,4100,
2015-01-27,,34.69409942626953,34.352691650390625,66.77030944824219,44.848838806152344,,20.217634201049805,70.77182006835938,39.69705581665039,,38.70465850830078,,21.46860122680664,,34.959984107348156,34.84457692766286,67.19152318866726,45.15787916225868,,20.29499772688511,71.24889799478828,39.955402473529716,,39.06296185410114,,21.564764314833397,,34.313241290195755,34.2178211011572,66.102166417808,44.15752705308116,,20.148866804701093,70.20426162914137,38.95600914194515,,38.163223016284675,,21.196136596589618,,34.464147033781735,34.68590640537558,66.86471837371151,44.23222472613813,,20.234826460022997,70.20426162914137,39.01719587851935,,38.179147946916906,,21.196136596589618,,3217400,1082000,480700,2736500,,2805400,3300700,814825,,2958800,,6200,
2015-01-28,,34.126399993896484,34.13054656982422,65.9714584350586,44.10773468017578,,20.114482879638672,69.57093048095703,38.85402297973633,,37.98009490966797,,21.31633949279785,,34.924045673020935,34.55102885309387,67.460248577869,45.15641875031473,,20.243421546650026,71.49568478486756,39.99618916589834,,38.97538039976739,,21.564762566626722,,34.07609534697141,34.075011288126184,65.8697855565088,44.033036996829274,,20.08010000022289,69.52157346190225,38.77923654465663,,37.89250930055998,,21.31633949279785,,34.708465685656265,34.55102885309387,67.32226158237015,45.15641875031473,,20.23482705645416,71.31472369122943,39.99618916589834,,38.94353053511534,,21.564762566626722,,3277900,1032300,434400,1484000,,2735600,3472100,661130,,2874500,,5000,
2015-01-29,,34.435394287109375,34.6224479675293,66.45077514648438,44.933780670166016,,19.94256591796875,70.66488647460938,38.82002258300781,,38.394126892089844,,21.428525924682617,,34.52162847016421,34.74938624592791,66.4580390776935,44.96600187524237,,20.088696849695587,70.79649049051247,39.22793900339363,,38.44189864280633,,21.44455361097143,,33.69523536733474,33.97982425720702,65.3832044297412,43.61559982853877,,19.890989137681043,69.33236051376758,38.45289929979095,,37.844727459892624,,21.099965998183453,,34.183884772986374,34.11469485393486,66.35636620378997,44.173629531921996,,20.037120069407884,69.46396452967066,38.96279258257766,,38.274691440559224,,21.316335177629526,,3678900,1045000,428100,2644000,,198100,3510800,959757,,3472000,,6600,
2015-01-30,,33.50840377807617,34.38441467285156,65.02008056640625,44.72727966308594,,19.890987396240234,70.0726547241211,39.09196472167969,,38.76836013793945,,21.31633949279785,,34.39228369152284,34.64622336218481,66.50160659892757,45.4947530394959,,19.96835092035451,71.10905755897875,39.51347784535731,,39.413306242635905,,21.364421032913366,,33.458101869759986,34.18607356445404,64.95472181269115,44.39041235638593,,19.77924099448851,69.99862236418882,38.350918323999544,,37.88454915540476,,21.18812103350007,,34.22700560116274,34.455817592932476,66.03681476999017,44.491473107113045,,19.959754791059144,70.11377823472856,38.459695036163254,,37.99602064667741,,21.34037949861331,,5406700,1424800,862500,2503000,,353000,4221400,1215493,,5135800,,5700,
2015-02-02,,34.61504364013672,35.47134017944336,65.79713439941406,44.63793182373047,,19.693283081054688,71.2653579711914,39.31631088256836,,39.08684158325195,,21.3964786529541,,34.63660355584985,35.52687547442012,65.89880723398001,45.111011532198425,,19.933969803958465,71.31470870434818,39.459083842376096,,39.222198916280156,,21.3964786529541,,33.57307333601853,34.328895934490006,64.59158270066618,43.87631944757582,,19.667494690890088,69.79300043526722,38.7112377273056,,38.545406176400206,,21.140040179015696,,33.623375237269144,34.439966524443534,65.21614756485923,45.02752802806275,,19.839414012899095,70.35233175463772,39.37750057545458,,38.94352026747535,,21.220177106591148,,6479500,2092100,616700,2370500,,338100,2509700,889540,,2968800,,4200,
2015-02-03,,35.03902816772461,38.8431396484375,65.50663757324219,44.09160614013672,,19.976945877075195,72.90222930908203,40.42450714111328,,39.90696334838867,,21.59681510925293,,35.13963473846919,39.0890838244816,66.02952959777247,44.957209437279126,,20.08869391181173,73.02561242964187,40.54688360867108,,40.05824867613995,,21.63688279933943,,33.20659383280417,35.25713041079442,64.70777722054487,43.656605940651694,,19.787835962309263,71.70131323838712,39.404717199353726,,39.08684913429725,,21.524692044309713,,34.03298713151768,36.74865707324428,65.13626033982813,44.67746269019003,,19.79643209110007,71.80824820478453,39.425113775657,,39.15054582174248,,21.54071820325367,,7107600,4260400,1334000,3930000,,1257300,3107600,1847567,,4331000,,5100,
2015-02-04,,33.16346740722656,37.7800407409668,65.1507797241211,43.508689880371094,,19.890987396240234,72.94332885742188,40.030189514160156,,39.285911560058594,,21.476613998413086,,34.780321127684566,38.9621559316266,66.08762696912328,44.21025410560987,,20.200441492697344,73.61781585783585,40.61486942845253,,39.60440415270085,,21.58880630813246,,32.962257080187754,37.60550249761872,64.6787241376195,43.384196549585376,,19.87379677719352,72.51560799579109,39.75144627753629,,39.21425087858261,,21.436546298967798,,34.780321127684566,38.454402811982526,65.66640779712162,43.814802565666554,,20.037118315173423,72.6636601484327,40.31572961591427,,39.524779485855056,,21.532710917515153,,9231200,2820300,1202500,3811000,,428900,3042500,1489791,,2907500,,3100,
2015-02-05,,34.98154830932617,38.74794387817383,66.42896270751953,43.88069534301758,,19.959754943847656,73.30525970458984,42.1921272277832,,39.64421081542969,,21.700998306274414,,35.01029304946925,38.78761151997401,66.46527126774032,44.2043823733269,,19.976947202569995,73.3957402146995,42.797200461041356,,39.676060678832314,,21.700998306274414,,33.4509251623237,37.61343176929566,64.96922339224918,43.39736334842919,,19.86520079996287,72.79527921811035,37.902206805034425,,39.28590744557551,,21.468602885187344,,33.4509251623237,37.8673083085533,65.49211541806267,43.886556282962935,,19.882391419141175,73.05026632358792,38.820019423774696,,39.57255014145885,,21.468602885187344,,7981700,1411200,999700,3120000,,215300,1732400,4425445,,2375600,,7100,
2015-02-06,,34.17670440673828,38.78759002685547,65.84796905517578,43.44717788696289,,20.114482879638672,73.19009399414062,41.960968017578125,,39.572547912597656,,21.452579498291016,,35.074956704359415,39.033534112048486,66.72671598227603,43.90854130530988,,20.123079009378642,73.37104871451072,42.450467611133156,,39.684019390858246,,21.733058051877812,,34.104842578179515,38.44644304880678,65.76082407973847,42.77051284372714,,19.968351953147376,72.81994479103365,41.287905328874935,,39.293866179576206,,21.436551803003734,,34.995910063569,38.771722373638625,66.39991124287853,43.90854130530988,,20.06290774074295,73.13251606594933,42.049348144318294,,39.58050885931485,,21.733058051877812,,3644100,943400,796500,3735500,,306000,1809900,1980739,,2124800,,8000,
2015-02-09,,34.04735565185547,39.01769256591797,65.5865478515625,43.5013542175293,,20.29499626159668,73.1654281616211,41.9201774597168,,40.20158386230469,,21.524696350097656,,34.32042237499146,39.44611041009482,66.26194937040104,43.73569683181716,,20.29499626159668,73.41219435031951,42.30769724747445,,40.40064101483915,,21.612845591618157,,33.939564280289694,38.50993942901834,65.52845302621797,43.060495882367505,,20.06290570084758,72.4909410247736,41.73661734357491,,39.739769810486585,,21.46860096136151,,34.076097641857686,38.50993942901834,65.72453483586199,43.1952444220544,,20.088694087445457,72.86109030782123,41.73661734357491,,39.97067683639564,,21.46860096136151,,4626100,1098000,523700,2271000,,583100,1205900,1351085,,4233300,,11100,
2015-02-10,,34.19107437133789,38.45439529418945,66.33456420898438,43.6522331237793,,20.054309844970703,73.00091552734375,41.852203369140625,,40.432464599609375,,21.612844467163086,,34.42821153580741,39.11288654672874,66.39266456821038,43.96273736798666,,20.26061202193021,73.37105850431492,42.02216681037742,,40.46431445466827,,21.660927536565048,,33.92518973621523,38.21638341774596,65.56475384188306,42.9565269504024,,20.02852145802178,72.71302584797459,41.52587021287374,,39.90695414061509,,21.50065369552776,,34.42821153580741,39.11288654672874,65.79714973803186,43.565819140872875,,20.26061202193021,73.36283756742175,41.8725969487116,,40.384692854390394,,21.604830622262757,,3481400,987700,962400,2367000,,386600,1516500,803295,,3162100,,4800,
2015-02-11,,33.7167854309082,38.81230926513672,66.43623352050781,43.762062072753906,,19.968351364135742,73.05850219726562,42.08335876464844,,40.75891876220703,,21.59681510925293,,34.10483094906383,38.93161061152348,66.46527815539272,44.05645559029326,,20.045714889969364,73.46154779656602,42.226131780971414,,41.53922200113249,,21.63688279933943,,33.32155510297082,37.98516094955195,65.7463043157704,43.48085148028021,,19.942564615220572,72.53207349904977,41.607458677776215,,40.11397589106027,,21.548732046967853,,33.93955291160811,38.31124785785527,65.99322803832779,43.73862948630537,,20.011332011567784,72.81996321283577,41.72303227725854,,40.63152237702266,,21.63688279933943,,3692100,646400,1008800,3135500,,117300,1728600,1024441,,5207700,,1400,
2015-02-12,,34.29512023925781,38.82024002075195,58.63648986816406,44.54372024536133,,20.080097198486328,73.51091766357422,42.9943733215332,,41.43571853637695,,21.757089614868164,,34.425245287483065,39.29743903984912,63.41837970785983,44.746861524185775,,20.1230762016453,73.57671655572014,43.13714634299454,,41.69847227739906,,21.757089614868164,,33.79630939286405,38.52596435948324,58.31575145550329,43.79592831259448,,19.994137552624505,72.58143692790262,42.19893687312059,,41.18092574135018,,21.676952698045785,,33.83245462677005,39.18609280432361,62.41972046207189,44.08739078790252,,20.011329809705643,73.55204118672464,42.19893687312059,,41.67458640204333,,21.725035765229947,,4750100,747400,5789500,2420500,,181900,2297300,1400895,,4286200,,1000,
2015-02-13,,34.772247314453125,39.59171676635742,59.93402862548828,44.36707305908203,,20.26061248779297,74.06201171875,43.293514251708984,,41.6666259765625,,22.021541595458984,,34.87345783837745,39.766691178408905,60.42242182471487,44.82046004738567,,20.30359313369612,74.3499014436315,43.37509755604436,,41.889568915653584,,22.037569285411962,,34.22283254453083,38.907729192655545,58.1918455835593,44.162460564982936,,20.166056706350037,73.35462195159812,42.94678446071824,,41.31628360099681,,21.933392357686895,,34.22283254453083,38.963405351546456,58.498002016379715,44.52310987997721,,20.166056706350037,73.51912857280888,42.99437447239209,,41.459604929661005,,22.037569285411962,,4074700,1231100,3111900,2582000,,253200,1996600,1264265,,3465700,,4200,
2015-02-17,,34.53368377685547,39.64738464355469,60.29848861694336,43.971099853515625,,20.252016067504883,73.96331024169922,43.803409576416016,,41.41183090209961,,21.95743179321289,,34.82284840605881,39.7428268741997,60.56819541134403,44.5157505120706,,20.312187331360377,74.33345958404456,43.89178974295792,,41.73032342440029,,21.997501017053487,,34.28066162388489,39.170185626159046,59.525806680559924,43.64872481632416,,20.105885152622694,73.37930352878195,42.899193396279784,,41.24462369470817,,21.88530871878442,,34.80116181723732,39.46445825242111,59.59140923224976,44.18895899386552,,20.234825448934725,74.02088819154949,43.04196342779768,,41.73032342440029,,21.981473327517246,,3611700,1107500,1653300,3932500,,226800,1809100,1620772,,4062700,,4200,
2015-02-18,,34.490318298339844,40.18027114868164,60.422428131103516,43.601619720458984,,20.105886459350586,76.29109191894531,43.531455993652344,,41.937339782714844,,22.07763671875,,34.772255069315605,40.52226498675421,60.488036265798236,44.14921562748854,,20.226230634426994,76.3157672788245,43.93257557432232,,41.937339782714844,,22.07763671875,,34.36742391415263,39.424703296336226,59.83926819316851,42.8744333573716,,20.05431132120017,75.15598143583586,43.42947912541131,,41.276471925470766,,21.941404412742216,,34.46140099934094,39.424703296336226,60.29121742313941,42.92448306454575,,20.200442245579744,75.46854645351193,43.71501914090368,,41.714396848324505,,21.997501326909227,,2713600,1181700,1390700,6091500,,194100,5954700,1483796,,3334100,,10700,
2015-02-19,,34.54091262817383,40.15640640258789,60.138126373291016,44.80574035644531,,20.071502685546875,75.4356460571289,43.32749557495117,,42.21603775024414,,22.061613082885742,,34.77224544069694,40.37909890407119,60.36409815940159,45.13106063997594,,20.15746233832779,76.05255517399341,43.49745900104417,,42.311584325021556,,22.18181771289146,,34.2734345807636,39.734877409691634,59.91944005281848,43.42497379729818,,20.037118168616907,75.21356153628827,43.04195259352915,,41.483505910628374,,22.005516162297262,,34.338497106642265,39.85417869774785,59.9485985996431,43.64430696287564,,20.05431042708189,76.05255517399341,43.1847255793705,,41.7860736076895,,22.117708474989424,,2351100,1112900,1071100,3864500,,153900,4527200,1102960,,2661900,,7600,
2015-02-20,,34.80839538574219,40.132545471191406,60.29848861694336,45.39603042602539,,19.89958381652832,76.02788543701172,43.517860412597656,,42.26380920410156,,22.17380142211914,,34.844540622656744,40.15640754985906,60.37867322106883,45.43430191700169,,20.03711860817732,76.06078801207444,43.524660266112896,,42.29565603492082,,22.17380142211914,,33.99149979449022,39.28153849168657,59.839248509420486,44.30083574063059,,19.890987687107252,73.95507341225638,42.98077066350692,,41.8258811099174,,22.029555270623533,,34.49754138440838,39.75874062358735,60.1235429176803,44.63204375420401,,20.03711860817732,74.39924248679183,43.28670725673359,,42.13640973134209,,22.037569115538247,,2704200,1056900,1068200,3010500,,191100,7030500,735614,,3528500,,14800,
2015-02-23,,34.887916564941406,39.64738464355469,60.378665924072266,46.027523040771484,,19.753450393676758,74.83519744873047,43.334293365478516,,42.17622375488281,,22.069623947143555,,34.952979099618645,40.235932930036185,60.43698300391995,46.176198112849285,,19.873794550786034,75.74821724243982,43.47706635437743,,42.46286649500318,,22.133733176384624,,34.663814423712594,39.49627232930278,60.02147798107236,45.46962301249697,,19.74485426534439,74.70358714751407,43.20512008238768,,42.016977450663646,,22.021540878849308,,34.88068862006839,39.94961230601585,60.123535651517216,45.46962301249697,,19.839410037456574,75.69886651724596,43.388683217928616,,42.216034571594946,,22.021540878849308,,1974000,1001500,673400,2911500,,251100,3023200,665858,,3080400,,5000,
2015-02-24,,35.16986846923828,39.830326080322266,60.18914794921875,45.90975570678711,,19.796432495117188,75.26293182373047,43.40228271484375,,42.35139083862305,,22.18983268737793,,35.278304226843325,40.18027192968215,60.61193850449541,46.28512561974205,,19.916775021556624,75.39454214846145,43.694622583758296,,42.54248700611888,,22.213872697510993,,34.6999719131651,39.687165725139074,59.81738345672212,45.38571354503425,,19.77924023718471,74.55554201711564,43.218722557800376,,42.18418359042078,,22.093668061391053,,34.85178362843576,39.71897677765668,60.13083085992051,45.80965912229748,,19.81362311350571,74.62134717948113,43.38188913534621,,42.4150905735785,,22.093668061391053,,2418800,795800,655300,2399000,,279900,2191600,942462,,2486000,,7500,
2015-02-25,,34.772247314453125,40.10868453979492,59.81011199951172,45.226749420166016,,19.624513626098633,75.36162567138672,43.687828063964844,,42.64598846435547,,22.2138729095459,,35.27106095897046,40.28365894999031,60.59008517692294,46.09377520076533,,19.87379645296531,75.57548299635299,43.810201508557505,,42.86097046793888,,22.229900602110845,,34.6421222556838,39.679203551474096,59.744503868329446,45.02655056891732,,19.564342361556744,75.13130764557572,43.23911845651588,,42.3115710018802,,22.1818190529009,,35.12647725392624,39.87008500204704,60.59008517692294,45.97454143244969,,19.74485615518241,75.13130764557572,43.49746505311025,,42.335456878710616,,22.229900602110845,,2965500,868300,724100,3061000,,641900,1543000,809175,,3534900,,3600,
2015-02-26,,34.3746452331543,39.72693634033203,59.27067565917969,45.134002685546875,,19.736257553100586,74.99971008300781,43.252716064453125,,42.35934829711914,,21.90934944152832,,34.909604130680606,40.38706202311075,59.87570297195899,45.471098376611764,,19.736257553100586,75.46856083663951,43.701425681143256,,42.66191591679451,,22.26996480031286,,34.26620951937125,39.66330816013433,59.14675601046796,44.40093144353369,,19.58153216632718,74.81874904204031,43.089549474795106,,41.96123412710368,,21.87729406364323,,34.90237342847214,40.02916412835386,59.5914141018914,45.18405239143985,,19.624511167173605,75.04906081217166,43.56545252634119,,42.550441397799325,,22.26996480031286,,2940900,853600,842500,2460000,,312000,2132700,846763,,3757800,,5200,
